"","Name","Studios","Score","Popularity","Source"
"2088","Jungle no Ouja Taa-chan","Group TAC","7.01",9094,"Manga"
"2089","Koutetsu Jeeg","Toei Animation","7.01",8413,"Unknown"
"2090","Sora wo Kakeru Shoujo","Sunrise","7.01",3444,"Original"
"2091","Anyamal Tantei Kiruminzoo","Satelight","7.01",5853,"Original"
"2092","Fukumenkei Noise","Brain's Base","7.01",1560,"Manga"
"2093","Lost Song","Dwango, LIDENFILMS","7.01",2913,"Original"
"2094","Jaku-Chara Tomozaki-kun","Project No.9","7.01",1227,"Light novel"
"2095","Air Master","Toei Animation","7.02",2829,"Manga"
"2096","Gravitation","Studio Deen","7.02",1391,"Manga"
"2097","Ace wo Nerae!","Madhouse, Tokyo Movie Shinsha","7.02",5100,"Manga"
"2098","Princess Princess","Studio Deen","7.02",2117,"Manga"
"2099","Negima!?","Shaft","7.02",1707,"Manga"
"2100","Kaibutsu Oujo","Madhouse","7.02",1846,"Manga"
"2101","Red Baron","Tokyo Movie Shinsha","7.02",7989,"Other"
"2102","Sky Girls","J.C.Staff","7.02",3523,"Original"
"2103","Madou King Granzort","Sunrise","7.02",9212,"Original"
"2104","Danball Senki","OLM","7.02",5597,"Game"
"2105","Shin Koihime†Musou: Otome Tairan","Doga Kobo","7.02",3814,"Visual novel"
"2106","Natsu-iro Kiseki","Sunrise","7.02",2619,"Original"
"2107","Thermae Romae","Gonzo, DLE","7.02",3603,"Manga"
"2108","Sakura Trick","Studio Deen","7.02",705,"4-koma manga"
"2109","Keijo!!!!!!!!","Xebec","7.02",474,"Manga"
"2110","Gleipnir","Pine Jam","7.02",533,"Manga"
"2111","Yesterday wo Utatte","Doga Kobo","7.02",696,"Manga"
"2112","Bessatsu Olympia Kyklos","Gosay Studio","7.02",4459,"Manga"
"2113","Area 88 (TV)","Group TAC","7.03",4622,"Manga"
"2114","Galaxy Angel","Madhouse","7.03",3343,"Game"
"2115","Yuki no Joou (TV)","TMS Entertainment","7.03",7453,"Book"
"2116","Blue Seed","Production I.G, Production Reed","7.03",3335,"Manga"
"2117","Elf wo Karu Mono-tachi","Group TAC, Amuse","7.03",3548,"Manga"
"2118","Lost Universe","E&G Films","7.03",4300,"Light novel"
"2119","Nintama Rantarou","Ajia-Do","7.03",6359,"Manga"
"2120","Hataraki Man","Gallop","7.03",3555,"Manga"
"2121","Nanatsu-iro★Drops","Diomedéa","7.03",3643,"Visual novel"
"2122","Geragera Boes Monogatari","Telescreen","7.03",9792,"Other"
"2123","Kaze no Naka no Shoujo: Kinpatsu no Jeanie","Nippon Animation","7.03",8020,"Unknown"
"2124","Vampire Knight","Studio Deen","7.03",254,"Manga"
"2125","Kamen no Maid Guy","Madhouse","7.03",2674,"Manga"
"2126","Senki Zesshou Symphogear","Satelight, Encourage Films","7.03",1454,"Original"
"2127","Show By Rock!! #","Bones","7.03",3334,"Game"
"2128","Slow Start","CloverWorks","7.03",1943,"4-koma manga"
"2129","Higurashi no Naku Koro ni Gou","Passione","7.03",932,"Visual novel"
"2130","Mermaid Melody Pichi Pichi Pitch","Actas, SynergySP","7.04",2024,"Manga"
"2131","Ninkuu","Studio Pierrot","7.04",6541,"Manga"
"2132","Elf wo Karu Mono-tachi II","Group TAC","7.04",4727,"Manga"
"2133","Di Gi Charat Nyo","Madhouse","7.04",6138,"Unknown"
"2134","Deltora Quest","OLM","7.04",3445,"Book"
"2135","Grander Musashi RV","Nippon Animation","7.04",9075,"Unknown"
"2136","Hello! Sandybell","Toei Animation","7.04",6663,"Original"
"2137","Tsurikichi Sanpei","Nippon Animation","7.04",7478,"Manga"
"2138","Popolocrois Monogatari","Production I.G","7.04",8368,"Game"
"2139","Neo Angelique Abyss: Second Age","Unknown","7.04",3858,"Visual novel"
"2140","Cardfight!! Vanguard","TMS Entertainment","7.04",2466,"Original"
"2141","Kamisama Dolls","Brain's Base","7.04",1906,"Manga"
"2142","Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!","SILVER LINK.","7.04",227,"Web manga"
"2143","Uta no☆Prince-sama♪ Maji Love Revolutions","A-1 Pictures","7.04",2273,"Visual novel"
"2144","Terra Formars","LIDENFILMS","7.04",802,"Manga"
"2145","Show By Rock!!","Bones","7.04",1854,"Game"
"2146","Classroom☆Crisis","Lay-duce","7.04",1383,"Original"
"2147","Kono Danshi, Mahou ga Oshigoto Desu.","CoMix Wave Films","7.04",3475,"Original"
"2148","Kokkoku","Geno Studio","7.04",1047,"Manga"
"2149","Sirius","P.A. Works","7.04",888,"Original"
"2150","Uchi no Ko no Tame naraba, Ore wa Moshikashitara Maou mo Taoseru kamo Shirenai.","Maho Film","7.04",1133,"Light novel"
"2151","Blue Gender","AIC","7.05",1886,"Original"
"2152","Harukanaru Toki no Naka de: Hachiyou Shou","Yumeta Company","7.05",3581,"Visual novel"
"2153","B'T X","TMS Entertainment","7.05",5003,"Manga"
"2154","Gantz","Gonzo","7.05",491,"Manga"
"2155","Seisenshi Dunbine","Sunrise","7.05",5187,"Novel"
"2156","Kyattou Ninden Teyandee","Tatsunoko Production","7.05",4747,"Original"
"2157","Ochame na Futago: Claire Gakuin Monogatari","TMS Entertainment","7.05",8673,"Novel"
"2158","Anime Himitsu no Hanazono","Unknown","7.05",6885,"Book"
"2159","Maria†Holic","Shaft","7.05",1004,"Manga"
"2160","Masuda Kousuke Gekijou Gag Manga Biyori +","Studio Deen","7.05",8835,"Manga"
"2161","Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou","Diomedéa","7.05",459,"Light novel"
"2162","Danball Senki W","OLM","7.05",6735,"Game"
"2163","Ore no Imouto ga Konnani Kawaii Wake ga Nai.","A-1 Pictures","7.05",373,"Light novel"
"2164","Hayate no Gotoku! Can't Take My Eyes Off You","Manglobe","7.05",2349,"Manga"
"2165","Hayate no Gotoku! Cuties","Manglobe","7.05",2625,"Manga"
"2166","Gudetama","Gathering","7.05",5102,"Original"
"2167","Sore ga Seiyuu!","Gonzo","7.05",2414,"Web manga"
"2168","Shingeki! Kyojin Chuugakkou","Production I.G","7.05",956,"Manga"
"2169","Binan Koukou Chikyuu Boueibu LOVE! LOVE!","Studio Comet","7.05",3328,"Original"
"2170","Concrete Revolutio: Choujin Gensou - The Last Song","Bones","7.05",2974,"Original"
"2171","Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria","J.C.Staff","7.05",443,"Light novel"
"2172","Nobunaga no Shinobi: Anegawa Ishiyama-hen","TMS Entertainment","7.05",5849,"4-koma manga"
"2173","No Guns Life 2nd Season","Madhouse","7.05",2111,"Manga"
"2174","Uzaki-chan wa Asobitai!","ENGI","7.05",628,"Manga"
"2175","Takahashi Rumiko Gekijou Ningyo no Mori","TMS Entertainment","7.06",3463,"Manga"
"2176","Otome wa Boku ni Koishiteru","feel.","7.06",2106,"Visual novel"
"2177","Taiho Shichau zo Special","Studio Deen","7.06",6485,"Manga"
"2178","Rockman.EXE Beast","Xebec","7.06",5743,"Game"
"2179","Rental Magica","Zexcs","7.06",2133,"Light novel"
"2180","Captain Future","Toei Animation","7.06",7433,"Novel"
"2181","Flanders no Inu, Boku no Patrasche","TMS Entertainment","7.06",9468,"Novel"
"2182","Densetsu no Yuusha Da Garn","Sunrise","7.06",7559,"Unknown"
"2183","H2O: Footprints in the Sand","Zexcs","7.06",1572,"Visual novel"
"2184","Kaiketsu Zorori","Ajia-Do","7.06",8308,"Unknown"
"2185","Seiyou Kottou Yougashiten: Antique","Nippon Animation, SynergySP, Shirogumi","7.06",2890,"Manga"
"2186","Great Mazinger","Toei Animation","7.06",6928,"Manga"
"2187","Manga Sekai Mukashibanashi","Madhouse","7.06",9919,"Unknown"
"2188","Dance in the Vampire Bund","Shaft","7.06",781,"Manga"
"2189","Muumin","Mushi Production","7.06",6695,"Book"
"2190","Ore no Kanojo to Osananajimi ga Shuraba Sugiru","A-1 Pictures","7.06",335,"Light novel"
"2191","Makai Ouji: Devils and Realist","Doga Kobo","7.06",1431,"Manga"
"2192","Yami Shibai","ILCA","7.06",1724,"Original"
"2193","Joker Game","Production I.G","7.06",835,"Novel"
"2194","Yuragi-sou no Yuuna-san","Xebec","7.06",798,"Manga"
"2195","Kiratto Pri☆chan Season 2","Tatsunoko Production","7.06",9361,"Game"
"2196","Princess Connect! Re:Dive","CygamesPictures","7.06",1031,"Game"
"2197","Madlax","Bee Train","7.07",2720,"Original"
"2198","Yami no Matsuei","J.C.Staff","7.07",2313,"Manga"
"2199","Street Fighter II V","Studio Hibari, Production Reed","7.07",3486,"Game"
"2200","Medarot","Bee Train","7.07",2312,"Game"
"2201","Gakuen Senki Muryou","Madhouse","7.07",6112,"Original"
"2202","Project ARMS: The 2nd Chapter","TMS Entertainment","7.07",6490,"Manga"
"2203","Kirarin☆Revolution","SynergySP","7.07",3283,"Manga"
"2204","Asatte no Houkou.","J.C.Staff","7.07",3499,"Manga"
"2205","Tokimeki Memorial: Only Love","Studio Pierrot, AIC ASTA","7.07",2820,"Game"
"2206","Soukou no Strain","Studio Fantasia","7.07",3669,"Original"
"2207","Uchuu Senkan Yamato III","Academy Productions","7.07",6637,"Original"
"2208","Mokke","Madhouse, Tezuka Productions","7.07",4444,"Manga"
"2209","Mister Ajikko","Sunrise","7.07",7290,"Unknown"
"2210","To LOVE-Ru","Xebec","7.07",245,"Manga"
"2211","Shangri-La","Gonzo","7.07",2207,"Novel"
"2212","Seikimatsu Occult Gakuin","A-1 Pictures","7.07",1529,"Original"
"2213","Medaka Box","Gainax, Asahi Production","7.07",723,"Manga"
"2214","Haiyore! Nyaruko-san","Xebec","7.07",496,"Light novel"
"2215","Witch Craft Works","J.C.Staff","7.07",603,"Manga"
"2216","Tokyo Ghoul √A","Studio Pierrot","7.07",42,"Manga"
"2217","Nobunaga no Shinobi","TMS Entertainment","7.07",3730,"4-koma manga"
"2218","Tsugumomo","Zero-G","7.07",1107,"Manga"
"2219","Kyoukai no Rinne (TV) 3rd Season","Brain's Base","7.07",3756,"Manga"
"2220","Sword Art Online Alternative: Gun Gale Online","Studio 3Hz","7.07",316,"Light novel"
"2221","Kemurikusa (TV)","Yaoyorozu","7.07",3375,"Original"
"2222","The God of High School","MAPPA","7.07",253,"Web manga"
"2223","Gantz 2nd Stage","Gonzo","7.08",1096,"Manga"
"2224","Chicchana Yukitsukai Sugar","J.C.Staff","7.08",3645,"Original"
"2225","Yoroiden Samurai Troopers","Sunrise","7.08",4098,"Original"
"2226","Mamoru-kun ni Megami no Shukufuku wo!","Zexcs","7.08",3362,"Light novel"
"2227","Fushigiboshi no☆Futagohime Gyu!","J.C.Staff","7.08",6819,"Original"
"2228","Rockman.EXE Stream","Xebec","7.08",5444,"Game"
"2229","Uchuu Densetsu Ulysses 31","TMS Entertainment","7.08",6841,"Original"
"2230","Muteki Koujin Daitarn 3","Sunrise","7.08",8157,"Original"
"2231","Battle Spirits: Brave","Sunrise","7.08",7817,"Card game"
"2232","Danball Senki Wars","OLM","7.08",7331,"Game"
"2233","Mekakucity Actors","Shaft","7.08",354,"Music"
"2234","Yuri Kuma Arashi","SILVER LINK.","7.08",1594,"Original"
"2235","Monster Musume no Iru Nichijou","Lerche","7.08",214,"Manga"
"2236","Super Lovers","Studio Deen","7.08",1368,"Manga"
"2237","Gakusen Toshi Asterisk 2nd Season","A-1 Pictures","7.08",438,"Light novel"
"2238","Mahoutsukai Precure!","Toei Animation","7.08",5006,"Original"
"2239","Shakunetsu no Takkyuu Musume","Kinema Citrus","7.08",2697,"Web manga"
"2240","Magic-Kyun! Renaissance","Sunrise","7.08",2590,"Original"
"2241","Murenase! Seton Gakuen","Studio Gokumi","7.08",1179,"Manga"
"2242","Dragon Quest: Dai no Daibouken (2020)","Toei Animation","7.08",2528,"Manga"
"2243","Shuffle!","Asread","7.09",600,"Visual novel"
"2244","Hiatari Ryoukou!","Group TAC","7.09",7385,"Manga"
"2245","Mahou Shoujo-tai Arusu","Studio 4°C","7.09",3263,"Original"
"2246","Mermaid Melody Pichi Pichi Pitch Pure","Actas, SynergySP","7.09",2791,"Manga"
"2247","Pokemon Advanced Generation","OLM","7.09",1066,"Game"
"2248","Red Garden","Gonzo","7.09",2586,"Original"
"2249","Nils no Fushigi na Tabi","Studio Pierrot","7.09",6546,"Novel"
"2250","Onegai My Melody","Studio Comet","7.09",5167,"Unknown"
"2251","Yakushiji Ryouko no Kaiki Jikenbo","Doga Kobo","7.09",4067,"Light novel"
"2252","Gamba no Bouken","Tokyo Movie Shinsha","7.09",8168,"Novel"
"2253","Sora no Manimani","Studio Comet","7.09",2603,"Manga"
"2254","Sasameki Koto","AIC","7.09",2038,"Manga"
"2255","Last Exile: Ginyoku no Fam","Gonzo","7.09",2569,"Original"
"2256","Dog Days'","Seven Arcs","7.09",1544,"Original"
"2257","Koi to Senkyo to Chocolate","AIC Build","7.09",812,"Visual novel"
"2258","Sekai Seifuku: Bouryaku no Zvezda","A-1 Pictures","7.09",1227,"Original"
"2259","Kamigami no Asobi","Brain's Base","7.09",1241,"Visual novel"
"2260","All Out!!","Madhouse, TMS Entertainment","7.09",1534,"Manga"
"2261","ViVid Strike!","Seven Arcs Pictures","7.09",2112,"Original"
"2262","Karakuri Circus (TV)","Studio VOLN","7.09",1666,"Manga"
"2263","Bubblegum Crisis Tokyo 2040","AIC","7.1",2940,"Original"
"2264","Virtua Fighter","Tokyo Movie Shinsha","7.1",5387,"Game"
"2265","Dual! Parallel Lun-Lun Monogatari","AIC","7.1",4146,"Original"
"2266","Cyborg Kuro-chan","Studio Bogey","7.1",5923,"Manga"
"2267","Kikou Souseiki Mospeada","Tatsunoko Production, Studio World","7.1",5577,"Original"
"2268","Masuda Kousuke Gekijou Gag Manga Biyori 3","Studio Deen","7.1",8348,"Manga"
"2269","Usavich III","Kanaban Graphics","7.1",7115,"Original"
"2270","Ore no Imouto ga Konnani Kawaii Wake ga Nai","AIC Build","7.1",196,"Light novel"
"2271","Dae Jang Geum: Jang Geum's Dream 2","Unknown","7.1",9974,"Other"
"2272","Uta no☆Prince-sama♪ Maji Love 1000%","A-1 Pictures","7.1",882,"Visual novel"
"2273","Kyoukaisenjou no Horizon","Sunrise","7.1",962,"Light novel"
"2274","Ro-Kyu-Bu! SS","Barnum Studio, Project No.9","7.1",2840,"Light novel"
"2275","Tesagure! Bukatsumono Encore","Yaoyorozu","7.1",7059,"Original"
"2276","Watashi ga Motete Dousunda","Brain's Base","7.1",483,"Manga"
"2277","Zero kara Hajimeru Mahou no Sho","White Fox","7.1",731,"Light novel"
"2278","Lostorage Conflated WIXOSS","J.C.Staff","7.1",3252,"Card game"
"2279","Aikatsu Friends!","Bandai Namco Pictures","7.1",5177,"Game"
"2280","Boogiepop wa Warawanai (2019)","Madhouse","7.1",896,"Light novel"
"2281","Tonari no Kyuuketsuki-san","Studio Gokumi, AXsiZ","7.1",1715,"4-koma manga"
"2282","Kanon","Toei Animation","7.11",2105,"Visual novel"
"2283","Sousei no Aquarion","Satelight, Production Reed","7.11",1857,"Original"
"2284","Hi no Tori","Tezuka Productions","7.11",5526,"Manga"
"2285","Muteki Kanban Musume","Telecom Animation Film","7.11",3914,"Manga"
"2286","Ryuusei no Rockman","Xebec","7.11",4741,"Game"
"2287","Anime Sanjuushi","Gallop","7.11",7177,"Novel"
"2288","Tetsuwan Atom","Mushi Production","7.11",5054,"Manga"
"2289","Usavich II","Kanaban Graphics","7.11",6821,"Original"
"2290","Daisuki! BuBu ChaCha","Daume","7.11",9803,"Original"
"2291","Cobra The Animation","Magic Bus","7.11",5628,"Manga"
"2292","Offside (TV)","Ashi Production","7.11",8156,"Manga"
"2293","Mashiro-iro Symphony: The Color of Lovers","Manglobe","7.11",1137,"Visual novel"
"2294","Muv-Luv Alternative: Total Eclipse","Satelight, ixtl","7.11",1661,"Visual novel"
"2295","Fate/kaleid liner Prisma☆Illya","SILVER LINK.","7.11",684,"Manga"
"2296","Oshiete! Galko-chan","feel.","7.11",1077,"Digital manga"
"2297","Reikenzan: Hoshikuzu-tachi no Utage","Studio Deen","7.11",1719,"Light novel"
"2298","Mahou no Stage Fancy Lala","Studio Pierrot","7.12",5016,"Original"
"2299","Kazemakase Tsukikage Ran","Madhouse","7.12",4395,"Original"
"2300","Shadow Skill: Eigi","Studio Deen","7.12",4626,"Unknown"
"2301","Robin Hood no Daibouken","Tatsunoko Production","7.12",5764,"Unknown"
"2302","Mojakou","OLM","7.12",8868,"Unknown"
"2303","Miracle☆Girls","Japan Taps","7.12",7285,"Manga"
"2304","IGPX: Immortal Grand Prix (2005)","Production I.G","7.12",3971,"Original"
"2305","Giant Gorg","Sunrise","7.12",6983,"Original"
"2306","Yes! Precure 5 GoGo!","Toei Animation","7.12",5492,"Original"
"2307","Higepiyo","Kinema Citrus","7.12",6285,"Original"
"2308","MM!","Xebec","7.12",716,"Light novel"
"2309","Sansha Sanyou","Doga Kobo","7.12",2187,"4-koma manga"
"2310","Nanatsu no Taizai: Seisen no Shirushi","A-1 Pictures","7.12",262,"Manga"
"2311","Alice to Zouroku","J.C.Staff","7.12",1410,"Manga"
"2312","Koi Kaze","A.C.G.T.","7.13",1803,"Manga"
"2313","Senkaiden Houshin Engi","Studio Deen","7.13",4183,"Manga"
"2314","Yuugo: Koushounin","Artland","7.13",4869,"Manga"
"2315","Chikyuu Bouei Kigyou Dai-Guard","Xebec","7.13",5443,"Original"
"2316","Macross 7","Production Reed","7.13",3310,"Original"
"2317","Futari wa Precure: Splash☆Star","Toei Animation","7.13",4934,"Original"
"2318","Gaiking: Legend of Daiku-Maryu","Toei Animation","7.13",7117,"Unknown"
"2319","Mahou no Tenshi Creamy Mami","Studio Pierrot","7.13",4829,"Original"
"2320","Kenyuu Densetsu Yaiba","Pastel","7.13",5488,"Manga"
"2321","Ginga Hyouryuu Vifam","Sunrise","7.13",7820,"Original"
"2322","RD Sennou Chousashitsu","Production I.G","7.13",3410,"Original"
"2323","Sekirei","Seven Arcs","7.13",419,"Manga"
"2324","Umineko no Naku Koro ni","Studio Deen","7.13",807,"Visual novel"
"2325","Sora wo Miageru Shoujo no Hitomi ni Utsuru Sekai","Kyoto Animation","7.13",2744,"Original"
"2326","Urara Meirochou","J.C.Staff","7.13",1332,"4-koma manga"
"2327","Knight's & Magic","8bit","7.13",840,"Light novel"
"2328","Idol Time PriPara","Tatsunoko Production, Dongwoo A&E","7.13",6801,"Game"
"2329","Nobunaga no Shinobi: Ise Kanegasaki-hen","TMS Entertainment","7.13",5078,"4-koma manga"
"2330","Date A Live III","J.C.Staff","7.13",658,"Light novel"
"2331","Amanchu! Advance","J.C.Staff","7.13",3147,"Manga"
"2332","Ai Yori Aoshi","J.C.Staff","7.14",1465,"Manga"
"2333","Love Hina","Xebec","7.14",645,"Manga"
"2334","Black Blood Brothers","Group TAC","7.14",1502,"Light novel"
"2335","Yoake Mae yori Ruriiro na: Crescent Love","Daume","7.14",2797,"Visual novel"
"2336","Yes! Precure 5","Toei Animation","7.14",4490,"Original"
"2337","Rockman.EXE Axess","Xebec","7.14",4230,"Game"
"2338","Tetsuwan Atom (1980)","Tezuka Productions","7.14",4842,"Manga"
"2339","Hokuto no Ken: Raoh Gaiden Ten no Haoh","Satelight","7.14",4839,"Manga"
"2340","Popee the Performer","Nippon Animation","7.14",5900,"Original"
"2341","Aquarion Evol","Satelight, 8bit","7.14",1483,"Original"
"2342","Naruto SD: Rock Lee no Seishun Full-Power Ninden","Studio Pierrot","7.14",1898,"Manga"
"2343","Karneval (TV)","Manglobe","7.14",842,"Manga"
"2344","Strike the Blood","SILVER LINK., Connect","7.14",238,"Light novel"
"2345","Inou-Battle wa Nichijou-kei no Naka de","Trigger","7.14",429,"Light novel"
"2346","Chuukan Kanriroku Tonegawa","Madhouse","7.14",2926,"Manga"
"2347","Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari! Season 2","CloverWorks","7.14",3186,"Game"
"2348","A3! Season Spring & Summer","P.A. Works, Studio 3Hz","7.14",3660,"Game"
"2349","Kuma Kuma Kuma Bear","EMT Squared","7.14",1816,"Light novel"
"2350","Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari","TMS Entertainment","7.15",2944,"Novel"
"2351","Kyuuketsuhime Miyu (TV)","AIC","7.15",2873,"Manga"
"2352","Kamisama Kazoku","Toei Animation","7.15",2443,"Light novel"
"2353","Digimon Frontier","Toei Animation","7.15",1155,"Original"
"2354","Princess Nine: Kisaragi Joshikou Yakyuubu","Phoenix Entertainment","7.15",4988,"Original"
"2355","Tokyo Majin Gakuen Kenpucho: Tou","AIC Spirits, BeSTACK","7.15",1871,"Game"
"2356","Cosmic Baton Girl Comet-san☆","Nippon Animation","7.15",7736,"Manga"
"2357","Kenkou Zenrakei Suieibu Umishou","Artland","7.15",2770,"Manga"
"2358","GA: Geijutsuka Art Design Class","AIC PLUS+","7.15",3903,"4-koma manga"
"2359","Highschool of the Dead","Madhouse","7.15",55,"Manga"
"2360","Aku no Hana","Zexcs","7.15",912,"Manga"
"2361","Machine-Doll wa Kizutsukanai","Lerche","7.15",553,"Light novel"
"2362","Sanzoku no Musume Ronja","Studio Ghibli, Polygon Pictures","7.15",3295,"Book"
"2363","The iDOLM@STER Cinderella Girls","A-1 Pictures","7.15",1944,"Game"
"2364","Tonkatsu DJ Agetarou","Studio Deen","7.15",4598,"Manga"
"2365","Angolmois: Genkou Kassenki","NAZ","7.15",2339,"Manga"
"2366","Lodoss-tou Senki: Eiyuu Kishi Den","AIC","7.16",3255,"Novel"
"2367","Ai Yori Aoshi: Enishi","J.C.Staff","7.16",2223,"Manga"
"2368","Yu☆Gi☆Oh!: Duel Monsters GX","Gallop","7.16",917,"Manga"
"2369","Ginga Tetsudou Monogatari","Planet","7.16",4953,"Original"
"2370","Dr. Slump: Arale-chan","Toei Animation","7.16",4695,"Manga"
"2371","Lady Georgie","Tokyo Movie Shinsha","7.16",5457,"Manga"
"2372","Dash! Kappei","Tatsunoko Production, Tama Production","7.16",6876,"Unknown"
"2373","Gunslinger Girl: Il Teatrino","Artland","7.16",2164,"Manga"
"2374","Hatenkou Yuugi","Studio Deen","7.16",2791,"Manga"
"2375","Haikara-san ga Tooru","Nippon Animation","7.16",7017,"Manga"
"2376","Musashi no Ken","Eiken","7.16",8940,"Manga"
"2377","Aoi Hana","J.C.Staff","7.16",1692,"Manga"
"2378","Digimon Xros Wars: Aku no Death General to Nanatsu no Oukoku","Toei Animation","7.16",3490,"Original"
"2379","Junketsu no Maria","Production I.G","7.16",1146,"Manga"
"2380","Fate/Apocrypha","A-1 Pictures","7.16",402,"Light novel"
"2381","Housekishou Richard-shi no Nazo Kantei","Shuka","7.16",2516,"Novel"
"2382","Nanatsu no Taizai: Fundo no Shinpan","Studio Deen","7.16",958,"Manga"
"2383","Onegai☆Teacher","Daume","7.17",1008,"Original"
"2384","Mahoromatic: Motto Utsukushii Mono","Gainax, Shaft","7.17",3042,"Manga"
